TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T163116_3.00	F152_3.00	TS12_3.00	M06176_3.00	MS13_3.00	ENSMUSG00000040712	Camta2	Mus_musculus	I	CG-1	CG-1	1	0.7	CAMTA2.MEXtop1.HTS	HT-SELEX	CodeBook	Misc	Vorontsov	2025	???	??? 2025	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164652_3.00	F158_3.00	TS12_3.00	M01289_3.00	MS61_3.00	ENSMUSG00000018554	Ybx2	Mus_musculus	I	CSD	CSD	1	0.7	pTH9768	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164652_3.00	F158_3.00	TS12_3.00	M01985_3.00	MS68_3.00	ENSMUSG00000018554	Ybx2	Mus_musculus	I	CSD	CSD	1	0.7	pTH8991	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164652_3.00	F158_3.00	TS12_3.00	M04865_3.00	MS66_3.00	ENSMUSG00000018554	Ybx2	Mus_musculus	I	CSD	CSD	1	0.7	YBX1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164652_3.00	F158_3.00	TS12_3.00	M04866_3.00	MS66_3.00	ENSMUSG00000018554	Ybx2	Mus_musculus	I	CSD	CSD	1	0.7	YBX1_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164652_3.00	F158_3.00	TS12_3.00	M11534_3.00	MS63_3.00	ENSMUSG00000018554	Ybx2	Mus_musculus	I	CSD	CSD	1	0.7	V$YB1_Q3	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164652_3.00	F158_3.00	TS12_3.00	M11535_3.00	MS63_3.00	ENSMUSG00000018554	Ybx2	Mus_musculus	I	CSD	CSD	1	0.7	V$YB1_Q4	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164653_3.00	F158_3.00	TS12_3.00	M01289_3.00	MS61_3.00	ENSMUSG00000028639	Ybx1	Mus_musculus	I	CSD	CSD	1	0.7	pTH9768	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164653_3.00	F158_3.00	TS12_3.00	M01985_3.00	MS68_3.00	ENSMUSG00000028639	Ybx1	Mus_musculus	I	CSD	CSD	1	0.7	pTH8991	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164653_3.00	F158_3.00	TS12_3.00	M04865_3.00	MS66_3.00	ENSMUSG00000028639	Ybx1	Mus_musculus	I	CSD	CSD	1	0.7	YBX1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164653_3.00	F158_3.00	TS12_3.00	M04866_3.00	MS66_3.00	ENSMUSG00000028639	Ybx1	Mus_musculus	I	CSD	CSD	1	0.7	YBX1_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164653_3.00	F158_3.00	TS12_3.00	M11534_3.00	MS63_3.00	ENSMUSG00000028639	Ybx1	Mus_musculus	I	CSD	CSD	1	0.7	V$YB1_Q3	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164653_3.00	F158_3.00	TS12_3.00	M11535_3.00	MS63_3.00	ENSMUSG00000028639	Ybx1	Mus_musculus	I	CSD	CSD	1	0.7	V$YB1_Q4	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164654_3.00	F158_3.00	TS12_3.00	M01289_3.00	MS61_3.00	ENSMUSG00000030189	Ybx3	Mus_musculus	I	CSD	CSD	1	0.7	pTH9768	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164654_3.00	F158_3.00	TS12_3.00	M01985_3.00	MS68_3.00	ENSMUSG00000030189	Ybx3	Mus_musculus	I	CSD	CSD	1	0.7	pTH8991	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164654_3.00	F158_3.00	TS12_3.00	M04865_3.00	MS66_3.00	ENSMUSG00000030189	Ybx3	Mus_musculus	I	CSD	CSD	1	0.7	YBX1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164654_3.00	F158_3.00	TS12_3.00	M04866_3.00	MS66_3.00	ENSMUSG00000030189	Ybx3	Mus_musculus	I	CSD	CSD	1	0.7	YBX1_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164654_3.00	F158_3.00	TS12_3.00	M11534_3.00	MS63_3.00	ENSMUSG00000030189	Ybx3	Mus_musculus	I	CSD	CSD	1	0.7	V$YB1_Q3	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164654_3.00	F158_3.00	TS12_3.00	M11535_3.00	MS63_3.00	ENSMUSG00000030189	Ybx3	Mus_musculus	I	CSD	CSD	1	0.7	V$YB1_Q4	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164655_3.00	F158_3.00	TS12_3.00	M04867_3.00	MS66_3.00	ENSMUSG00000050966	Lin28a	Mus_musculus	I	CSD	CSD	1	0.7	LIN28B_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164655_3.00	F158_3.00	TS12_3.00	M04868_3.00	MS66_3.00	ENSMUSG00000050966	Lin28a	Mus_musculus	I	CSD	CSD	1	0.7	LIN28B_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164656_3.00	F158_3.00	TS12_3.00	M04867_3.00	MS66_3.00	ENSMUSG00000063804	Lin28b	Mus_musculus	I	CSD	CSD	1	0.7	LIN28B_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164656_3.00	F158_3.00	TS12_3.00	M04868_3.00	MS66_3.00	ENSMUSG00000063804	Lin28b	Mus_musculus	I	CSD	CSD	1	0.7	LIN28B_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T166090_3.00	F161_3.00	TS12_3.00	M10642_3.00	MS31_3.00	ENSMUSG00000017007	Rbpjl	Mus_musculus	D	CSL	LAG1-DNAbind	1	0.7	Panc1-Rbpj1_GSE47459	Misc	HOMER	Misc	Heinz	2010	20513432	January 2016	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T166091_3.00	F161_3.00	TS12_3.00	M10144_3.00	MS30_3.00	ENSMUSG00000039191	Rbpj	Mus_musculus	D	CSL	LAG1-DNAbind	1	0.7	SUH_MOUSE.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167154_3.00	F164_3.00	TS12_3.00	M11543_3.00	MS63_3.00	ENSMUSG00000023927	Satb1	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	V$SATB1_Q3	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167154_3.00	F164_3.00	TS12_3.00	M11544_3.00	MS63_3.00	ENSMUSG00000023927	Satb1	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	V$SATB1_Q5_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167154_3.00	F164_3.00	TS12_3.00	M12666_3.00	MS34_3.00	ENSMUSG00000023927	Satb1	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	MA1963.2	NA	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167155_3.00	F164_3.00	TS12_3.00	M00434_3.00	MS06_3.00	ENSMUSG00000029705	Cux1	Mus_musculus	D	CUT,Homeodomain	CUT,Homeobox	2	0.7	Cutl1_3494	PBM	Berger08	PBM	Berger	2008	18585359	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167155_3.00	F164_3.00	TS12_3.00	M10147_3.00	MS30_3.00	ENSMUSG00000029705	Cux1	Mus_musculus	D	CUT,Homeodomain	CUT,Homeobox	2	0.7	CUX1_MOUSE.H11MO.0.C	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167156_3.00	F164_3.00	TS12_3.00	M11543_3.00	MS63_3.00	ENSMUSG00000038331	Satb2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	V$SATB1_Q3	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167156_3.00	F164_3.00	TS12_3.00	M11544_3.00	MS63_3.00	ENSMUSG00000038331	Satb2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	V$SATB1_Q5_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167156_3.00	F164_3.00	TS12_3.00	M12666_3.00	MS34_3.00	ENSMUSG00000038331	Satb2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	MA1963.2	NA	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167157_3.00	F164_3.00	TS12_3.00	M10148_3.00	MS30_3.00	ENSMUSG00000042589	Cux2	Mus_musculus	D	CUT,Homeodomain	CUT,Homeobox	2	0.7	CUX2_MOUSE.H11MO.0.C	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167158_3.00	F164_3.00	TS12_3.00	M10149_3.00	MS30_3.00	ENSMUSG00000043013	Onecut1	Mus_musculus	D	CUT,Homeodomain	CUT,Homeobox	2	0.7	HNF6_MOUSE.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167158_3.00	F164_3.00	TS12_3.00	M10643_3.00	MS31_3.00	ENSMUSG00000043013	Onecut1	Mus_musculus	D	CUT,Homeodomain	CUT,Homeobox	2	0.7	Liver-Hnf6_ERP000394	Misc	HOMER	Misc	Heinz	2010	20513432	January 2016	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M01987_3.00	MS68_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	pTH8982	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M02781_3.00	MS34_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	MA0756.3	SELEX	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M03146_3.00	MS36_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M03147_3.00	MS36_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M03148_3.00	MS36_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT1_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M03149_3.00	MS36_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M03918_3.00	MS48_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M03919_3.00	MS48_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT1_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M03920_3.00	MS48_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	onecut_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M03921_3.00	MS48_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	onecut_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04871_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04872_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04873_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_FL_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04874_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_FL_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04875_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_FL_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04876_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_FL_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04877_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04878_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT1_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04879_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT1_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04880_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT1_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04881_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT3_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M04882_3.00	MS66_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT3_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M08824_3.00	MS34_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	MA0679.3	ChIP-seq	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M10145_3.00	MS30_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	HNF6_HUMAN.H11MO.0.B	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M10149_3.00	MS30_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	HNF6_MOUSE.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M10643_3.00	MS31_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	Liver-Hnf6_ERP000394	Misc	HOMER	Misc	Heinz	2010	20513432	January 2016	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M11540_3.00	MS63_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	V$OC2_Q3	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M11541_3.00	MS63_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	V$HNF6_Q4	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167159_3.00	F164_3.00	TS12_3.00	M11542_3.00	MS63_3.00	ENSMUSG00000045518	Onecut3	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	V$HNF6_Q6_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M01987_3.00	MS68_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	pTH8982	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M02781_3.00	MS34_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	MA0756.3	SELEX	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M03146_3.00	MS36_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M03147_3.00	MS36_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M03148_3.00	MS36_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT1_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M03149_3.00	MS36_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M03918_3.00	MS48_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M03919_3.00	MS48_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT1_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M03920_3.00	MS48_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	onecut_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M03921_3.00	MS48_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	onecut_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M04871_3.00	MS66_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M04872_3.00	MS66_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M04873_3.00	MS66_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_FL_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167160_3.00	F164_3.00	TS12_3.00	M04874_3.00	MS66_3.00	ENSMUSG00000045991	Onecut2	Mus_musculus	I	CUT,Homeodomain	CUT,Homeobox	2	0.7	ONECUT2_FL_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
